1295;8 oranges juice;45
1296;pork (meat) sliced;265
1297;purple onion;18
1298;chorisos (smoked sausages)
1299;radishes;16
1300;pork (meat) and beef, sliced;265
1301;smoked beef meat, cut into strips
1302;pasilla chili, baked and purified
1303;ancho chilies, roasted and peeled
1304;mulato chilies roasted and peeled
1305;chili seeds, roasted
1306;sour figs, peeled and cut into strips;290
1307;ripe plums;44
1308;poblano chile, green
1309;Lettuce
1310;chili marinated
1311;pork tenderloin, sliced
1312;chile mulato
1313;chili pasilla
1314;pulque (an alcoholic drink)
1315;pork sausage (longanisa);250
1316;pork jerky;265
1317;green chili
1318;boiled ham in one piece;202
1319;English sauce;93
1320;sliced pork;265
1321;chopped thyme
1322;pork intestine about 40 cm
1323;Lamb roast meat
1324;chilli crushed
1325;young lamb, cut into chunks
1326;goat
1327;veal
1328;rosemary, pepper
1329;spicy pickled peppers
1330;pork schnitzel
1331;beef mixed (pork and beef);180
1332;star anise, spices
1333;Lagman
1334;Loin of lamb;430
1335;star anise
1336;zira
1337;cottonseed oil;750
1338;fat lamb;770
1339;dzhusay
1340;For the noodles:
1341;roll
1342;For lubrication of:
1343;horseflesh
1344;equine intestine
1345;fat, raw;930
1346;white bread soaked in milk and squeezed
1347;chervil
1348;heather ale
1349;scar
1350;savoy cabbage;23
1351;head of lamb
1352;For the topping:
1353;chopped leek
1354;For the brine:
1355;liquor "Bailey"
1356;For protein:
1357;spices for pork
1358;radishes and onions;43
1359;sesame oil;750
1360;camel meat (cutlet);405
1361;red pepper and caraway
1362;green cilantro, parsley and dill;23
1363;green and black grapes;70
1364;pepper, curry
1365;Melissa
1366;hare
1367;mushroom tree
1368;pork neck
1369;thyme leaves
1370;tenderloin
1371;liver pate
1372;hazelnuts;470
1373;pork (tenderloin);265
1374;garlic sausage
1375;pepper, bay leaf, red pepper
1376;pork ribs;265
1377;wine;150
1378;pepper, ginger
1379;lamb meat;405
1380;onion-head
1381;green basil, mint and tarragon;41
1382;cress;11
1383;red beans;328
1384;green cilantro;41
1385;ground red pepper, caraway, coriander seeds;19
1386;green cilantro, parsley, dill;23
1387;pepper, cloves
1388;venison steaks
1389;canned mushrooms;25
1390;sauce for roast;93
1391;red wine;150
1392;skinned lamb
1393;vinegar 9%;11
1394;green celery and dill;30
1395;nut
1396;green cilantro, dill and parsley;23
1397;sultana;310
1398;powder barberry
1399;lung
1400;lamb or beef heart;87
1401;green cilantro and dill;30
1402;minced pork;265
1403;pig ears
1404;mayonnaise, chili sauce;625
1405;fennel stalk
1406;white bread soaked in water
1407;wafer cakes
1408;honey cake
1409;burgers (lamb)
1410;bone beef brain
1411;pork leg
1412;sour cabbage, chopped;23
1413;lemon peel;30
1414;knuckle of pork (smoked)
1415;minced pork;200
1416;fat smoked meat;770
1417;pig brain
1418;allspice
1419;minced meat;405
1420;sugar, salt, pepper;295
1421;roasted peanuts
1422;buckwheat;346
1423;for lezona:
1424;sauce;93
1425;guts
1426;lamb (loin, hip part);316
1427;pickled grapes;70
1428;cinnamon pounded
1429;crushed lentil;310
1430;chestnut
1431;hazelnuts (kernel);670
1432;dogwood dry;41
1433;chopped fresh thyme
1434;spearmint;41
1435;horse (back leg)
1436;azhgon
1437;cucumbers and tomatoes;35
1438;onions and carrots;76
1439;a good horse flesh fatness
1440;intestine thin horse
1441;caraway and black pepper
1442;lamb or beef liver;100
1443;cervical carbonate
1444;ground sumac
1445;juice of unripe grapes;70
1446;fresh spinach;16
1447;or fresh frozen
1448;green cilantro, basil, dill;30
1449;dried tarragon and mint
1450;lamb (meat back);316
1451;unripe grapes;70
1452;green basil, dill, cilantro, garlic;30
1453;green cilantro or dill;30
1454;chicken liver;100
1455;ginger juice
1456;dessert wine;150
1457;shoyu
1458;welsh onion;18
1459;daikon
1460;red beans
1461;pickled cucumber;15
1462;tenderloin (in one piece)
1463;smoked ham;365
1464;sauce, pasta with porcini mushrooms;93
1465;raisins or prunes;270
1466;lamb (fillet);316
1467;chopped mushrooms;25
1468;mashed potatoes;60
1469;scars beef
1470;For the filling:
1471;fat beef;930
1472;pepper chilli peppers
1473;lean meat;405
1474;soybean;395
1475;oregano, mint
1476;flesh meat (liver);100
1477;milk (for liver puree);60
1478;25% salt
1479;beef meat (veal)
1480;milk sauce (sour cream);93
1481;boiled meat;405
1482;boiled beef;180
1483;meat meat
1484;cutlet weight 
1485;egg white
1486;cutlet mass
1487;raw meat;405
1488;cream sauce (milk);93
1489;semolina;340
1490;garlic salt
1491;pork (preferably neck);265
1492;vegetables mix (zucchini, peppers, tomatoes);75
1493;meat beef or veal
1494;sweet red and yellow peppers;19
1495;a stale loaf of wheat
1496;lemon (garnet);52
1497;other spices
1498;chicken;135
1499;cream or milk;60
1500;garnish
1501;language;165
1502;red currant and gooseberry;48
1503;veal steak
1504;white wine vinegar;11
1505;pepper;19
1506;ham or pork tenderloin;202
1507;seasoning
1508;leg of lamb
1509;pepper, garlic;60
1510;pepper, spices
1511;seasoning for meat
1512;liquid smoke
1513;seasoning, crushed garlic;60
1514;chicken fat;930
1515;minced pork and beef;200
1516;unleavened dough puff
1517;oregano
1518;veal meat (sirloin) or beef (thick edge);430
1519;mustard powder
1520;dried marjoram or oregano
1521;seasoning for grilling
1522;Korean carrot;33
1523;coriander and herbs;41
1524;shrimps;85
1525;orange for decoration;45
1526;green beans
1527;veal loin;430
1528;mango puree
1529;figs;290
1530;fresh thyme
1531;pomegranate and grapefruit;30
1532;noodles (spaghetti)
1533;coriander, paprika, black pepper
1534;lean pork in one piece;265
1535;red port
1536;mustard
1537;spices (azhgon, turmeric, barberry, curry, paprika, black pepper)
1538;minced lean pork;200
1539;squash or pumpkin;18
1540;cauliflower or broccoli;18
1541;minced chicken or turkey;135
1542;small pasta (elbow);350
1543;minced lean beef;200
1544;flesh boiled veal
1545;lean ham;365
1546;pulp of boiled beef or turkey
1547;frozen spinach;16
1548;pork steam;265
1549;cream (milk);60
1550;the egg yolks
1551;pork chops on the bone;265
1552;yolk
1553;meat (chop);405
1554;chips
1555;pork steak
1556;alcohol
1557;mince any;200
1558;pepper, dried basil
1559;chicken wings
1560;seasoning for chicken
1561;small apples;45
1562;beans or peas;280
1563;eggplant;28
1564;parsley root and celery;23
1565;dried fruit (prunes, apples, apricots, raisins, etc.);315
1566;lamb meat (kidney loin, shoulder)
1567;green cumin;41
1568;rice noodles;337
1569;lamb (shoulder, brisket);316
1570;lamb (shank or shank);316
1571;vinegar;11
1572;brown lentils;310
1573;buttermilk (or yogurt);51
1574;basil, parsley;41
1575;saffron (stigmas or ground)
1576;dried, ground cumin
1577;rose
1578;saffron powder
1579;lamb (lumbar loin);316
1580;lamb meat (sirloin with 4 seeds);430
1581;rosemary finely chopped
1582;sunflower seeds
1583;lamb (chop on the bone);316
1584;seeds of mustard
1585;lamb (leg, loin renal);316
1586;or green coriander;41
1587;coriander or dried herbs or ground celery;41
1588;soy sauce spicy;93
1589;lamb cutlets
1590;dried rosemary and sage
1591;black pepper and white pepper
1592;oil from the seeds of grapes;70
1593;the young blades of green peas;75
1594;Chinese rice wine;150
1595;black sesame seeds
1596;cilantro or green;41
1597;chopped dill;30
1598;grape vinegar;70
1599;ground anise
1600;sea salt
1601;yogurt or buttermilk;51
1602;ground ginger and cinnamon
1603;wheat bread crumbs;206
1604;lamb (Brisket with bones);316
1605;green onions with heads;18
1606;young zucchini;18
1607;brandy or vodka
1608;green, mint, coriander dried;41
1609;For the glaze:
1610;with mustard seeds
1611;dried ground ginger (or fresh)
1612;mushroom sauce;93
1613;beef
1614;kernels chopped
1615;9% vinegar;11
1616;with bone pork (loin);430
1617;veal meat (brisket, shoulder);475
1618;celery and parsley;23
1619;gooseberries;48
1620;zest grated 1 Lim.
1621;bacon or bacon;475
1622;wheat buns
1623;loaf without crusts
1624;pepper pink crushed
1625;Ground sweet paprika
1626;paprika spicy minced
1627;frozen vegetables
1628;for seasoning:
1629;mushrooms (chanterelles);25
1630;light soy sauce;93
1631;pork loin
1632;basil and herbs;41
1633;pulp veal, pork and lamb
1634;dried tarragon
1635;universal seasoning
1636;mustard oil;750
1637;condiment for pork
1638;sweet chili sauce;93
1639;mashed potato powder;60
1640;baking dough
1641;minced (any);200
1642;ombre cheese;370
1643;green mint, thyme, rosemary;41
1644;dill, parsley;23
1645;Lamb (legs)
1646;red onions;18
1647;pork ham with bone;202
1648;black and green olives;351
1649;fettaki cheese;370
1650;fat-streaked meat;770
1651;beef (brisket or tenderloin);475
1652;white mushrooms or mushrooms;25
1653;pork (meat) cooked;265
1654;lamb or beef meat
1655;pork (loin or tenderloin);430
1656;beef liver (preferably frozen);100
1657;apples and sour-sweet varieties;45
1658;champagne
1659;black pepper, red, green;41
1660;tomato paste or ketchup;80
1661;pepper, spices
1662;flavoring for soups and meat
1663;pork (steaks);265
1664;preserved cherries;25
1665;pearl barley;342
1666;fresh chanterelles
1667;melted cheese;370
1668;minced pork;265
1669;pepper color;19
1670;classic béchamel
1671;chopped walnuts;650
1672;braised cabbage;23
1673;flesh boiled beef
1674;sieved flour;348
1675;sauce, sour cream and tomato and onion;38
1676;with a tomato cream sauce;20
1677;sauce, sour cream and onion;18
1678;boiled pasta;350
1679;tender meat (pork and bacon);265
1680;fennel with large, but soft stems;30
1681;salt, spices
1682;sausage or sausage;160
1683;lean pork meat
1684;cinnamon, coriander, cardamom
1685;pork (neck part);265
1686;kidney and pork or beef;66
1687;meat (thin edge);405
1688;a side dish of vegetables (greens and horseradish);49
1689;pork, veal;265
1690;side dish of vegetables, herbs and meat jelly
1691;horseradish sauce and vinegar;49
1692;salad dressing;11
1693;jelly
1694;pig
1695;horseradish sauce and sour cream;49
1696;meat juice
1697;for deep-frying vegetable fat;770
1698;bacon baked beef;885
1699;with a red wine sauce
1700;herbs or vegetable side dish;41
1701;parsley or celery;23
1702;marjoram or thyme
1703;sauce, "Southern"
1704;or tomato paste;20
1705;sausage;250
1706;cucumber, tomatoes;35
1707;beef tallow;770
1708;Herring;57
1709;onions and spices;18
1710;olive oil or butter;824
1711;vegetable garnish
1712;marshmallows
1713;Pear;42
1714;meat sauce;93
1715;with wine sauce;93
1716;or sour cream;115
1717;bean (pods and seeds);328
1718;fat beef or lamb baked;885
1719;buckwheat ready;346
1720;spices and onions;18
1721;artichokes
1722;bread crumbs;206
1723;red sauce with Madeira;93
1724;pork (with bone);265
1725;barbecue sauce;93
1726;pork casings thin
1727;squash (in color);18
1728;herbs, salt, pepper;41
1729;pork casings
1730;ascorbic acid
1731;fresh rosemary, chopped
1732;sweet vermouth
1733;the average pork casings
1734;moose meat with fat;405
1735;red bell pepper, chopped;19
1736;20% cream;300
1737;coriander and barberry
1738;sausages milk;235
1739;smoked sausage;380
1740;Italian sausage;250
1741;country-style sausage;250
1742;salami, diced
1743;hamburger buns
1744;with seafood sausage;250
1745;orange liqueur;45
1746;lemon zest, and;30
1747;pork sausage;250
1748;a small pumpkin;20
1749;lentils;310
1750;sheet. chopped mint
1751;sweet green or red pepper, cut into strips;19
1752;fresh mushrooms, thinly sliced;25
1753;steak sirloin of beef, a thickness of 5 cm and a weight of about 1.5 kg
1754;beef rib bones
1755;pig tails
1756;herbs de Provence
1757;washed lentils, green is better French;310
1758;ham or tongue, boiled and;365
1759;sheet. black currant;43
1760;parsnips
1761;fresh berries (blueberries, raspberries, blackberries, red currants, black and white grapes);70
1762;for registration:
1763;bell pepper (can);19
1764;a mixture of dried Provencal herbs (thyme, basil, rosemary)
1765;lamb kidney
1766;bacon fat-tailed or melted butter;885
1767;greens, cilantro or basil;41
1768;or tomatoes;20
1769;greens, cilantro or dill;30
1770;or melted butter;885
1771;vinegar, wine, lemon juice;30
1772;lamb (shoulder, brisket or ham);316
1773;porridge ready
1774;zucchini or eggplant;28
1775;on pita bread flour;348
1776;or horseradish sauce with vinegar;49
1777;garnish hot
1778;or cold
1779;boiled ham (or ham roll) and;365
1780;or onions;43
1781;lean pork (shoulder or leg meat);265
1782;cloves and cumin
1783;pork casings dry
1784;onions for garnish;18
1785;or lemon;30
1786;or tomato sauce, red;20
1787;mashed beans
1788;butter or margarine, cream;745
1789;veal or pork kidneys;66
1790;red sauce;93
1791;boiled ham, boiled salty language and fresh mushrooms (white or mushrooms);25
1792;cream sauce with tomatoes and onions;38
1793;rice porridge;337
1794;cream sauce with peppers;93
1795;or green
1796;parsley, celery;23
1797;cucumber pickle;15
1798;udder
1799;legs
1800;Bird smoked
1801;green beans or peas;75
1802;Russian mustard
1803;the beef ribs, cut
1804;classic soy sauce;93
1805;ketchup without additives;80
1806;rum or alcohol
1807;Fetaki cheese;370
1808;rosemary and basil
1809;sea salt, pepper
1810;strawberry garden
1811;ham, minced and;365
1812;sliced tomato;20
1813;English sauce;93
1814;pepper sauce;93
1815;zest 0.5 Lim., Grated
1816;milk is hot;60
1817;green onions, chopped;18
1818;meat beef jerky
1819;crushed tomatoes;20
1820;coconut milk;60
1821;oil palm;750
1822;green coriander;41
1823;the beef ribs
1824;cassava
1825;beef tenderloin, cut into cubes
1826;pine nuts, cooked and shredded
1827;loin, cut into cubes;430
1828;green onions and fresh herbs, chopped;18
1829;green peppers and yellow;19
1830;bread without crusts, soaked in milk;206
1831;beef tenderloin, cut into thin slices
1832;ham, cut into thin slices and;365
1833;bread without crusts;206
1834;olive oil for greasing foil;824
1835;curd
1836;olives;351
1837;rosemary, finely chopped
1838;soft cheese;370
1839;concentrate soup Cream of onion;18
1840;beef meat, cut portions
1841;beef (steak);180
1842;green beans, cut into small pieces;328
1843;tomatoes;20
1844;potatoes boiled and pounded;60
1845;olives, sliced;115
1846;eggs, separated into whites and yolks;65
1847;corn, cooked
1848;dry yeast
1849;green onion and green coriander, chopped;18
1850;beef meat, cut into small pieces
1851;canned green peas;75
1852;beef tenderloin, cut into strips
1853;bell pepper, cut into strips;19
1854;vinegar or dry white wine;85
1855;chilli pepper without seeds
1856;butter, softened;750
1857;beef meat, cut into cubes
1858;vegetables (potatoes, green beans, carrots), cooked and diced;93
1859;bell pepper, chopped 2 cm squares;19
1860;beef fillet, cut into cubes
1861;rosemary, crushed
1862;vinegar flavored;11
1863;beef fillet, cut into strips
1864;green coriander and green onions;18
1865;beef tenderloin, cut into portions
1866;light rum
1867;sweet red and green peppers, diced;19
1868;Swiss cheese;370
1869;breadcrumbs finely ground
1870;beef fillet, sliced
1871;pulp or passion fruit juice
1872;beef (flat piece)
1873;ham, sliced and;365
1874;fat plum pox virus
1875;loin, cut into strips;430
1876;beef brisket, cut into chunks;475
1877;raw milk;60
1878;black pepper, coarsely crushed
1879;pulp of lean beef
1880;oxtails, cut into chunks
1881;mint, finely chopped
1882;pork sausage, sliced;250
1883;beef (shin);180
1884;bell pepper, finely chopped;19
1885;herbs and green onions;18
1886;bottled water
1887;beef brisket;475
1888;sausages, sliced;235
1889;ham, diced and;365
1890;egg whites
1891;offal pig, lamb or kid (including gore)
1892;veal steaks, thin
1893;list. Salvia
1894;ham, cutting thin slices (10 x 20 cm) and;365
1895;figs, cut to pieces;290
1896;pork sausage;235
1897;pork sausage, chopped or minced;235
1898;canned green peas, Unfilled;75
1899;mixture of dried fruit
1900;pork fillets (flat piece)
1901;fresh rosemary, chopped
1902;canned capers
1903;pork tenderloin, minced;405
1904;paprika acute
1905;pork loin without fat
1906;sweet red pepper (no seeds), cut into strips;19
1907;abaksha, diced
1908;Dairy pig-headed
1909;green bell pepper, finely chopped;19
1910;dried oregano, crushed
1911;minced mutton;200
1912;concentrate onion soup puree
1913;sheep meat bacon, cut into chunks
1914;breast of lamb (boneless);475
1915;lamb meat, minced;405
1916;boiled potatoes, crushed;60
1917;a young lamb (back part)
1918;lamb meat, cut into chunks
1919;leg of lamb, freed from the bones and grated black pepper and salt
1920;ginger, finely chopped
1921;English mutton;165
1922;canned green peas with filling;75
1923;toasted bread;206
1924;sheep blood
1925;goat meat, fresh or dried;405
1926;bell pepper, chopped
1927;rabbit, cut into pieces;115
1928;mix of bell peppers
1929;pork boneless;265
1930;white wine grapes;70
1931;pureed tomatoes;20
1932;sardines
1933;rabbit meat
1934;wieners or sausages;160
1935;pork steaks
1936;pork in one piece;265
1937;deer meat
1938;deer meat (beef, ham);202
1939;deer meat (sirloin, loin, ham);430
1940;cumin and coriander
1941;mixture of peppers
1942;venison meat (beef, ham);202
1943;wild boar meat (shoulder, neck part)
1944;rigatoni cooked
1945;peel Lim., Grated
1946;wild boar meat (bacon);475
1947;deer meat (sirloin, loin, ham);430
1948;elk meat
1949;pork fat or visceral fat elk;265
1950;deer meat (ham);202
1951;semi-sweet red wine or port;150
1952;smoked beef tongue;165
1953;wild boar meat (brisket);430
1954;deer meat (sirloin, loin, ham);430
1955;wild boar meat (kidney loin or ham);202
1956;chicken hearts
1957;pasta (fuzeli);350
1958;white cabbage, cut into strips;23
1959;pasta (reeds);350
1960;green onion finely chopped;18
1961;Garlic (arrows);60
1962;boiled meat;405
1963;canned mushrooms, cut in half;27
1964;canned spinach;16
1965;shredded basil and marjoram
1966;bread crumbs;206
1967;a mixture of pepper (black, white, green, pink)
1968;chopped ham and;365
1969;Pasta "bows";350
1970;chicken carcass about 1.5 kg;135
1971;for saffron sauce
1972;cream to the sauce;120
1973;bouillon cubes;30
1974;chicken legs
1975;chicken fillets
1976;pineapple peeled;44
1977; chicken
1978;marinated mushrooms;25
1979;melon bigger than a chicken;45
1980;chicken fillet;135
1981;Duck;405
1982;Chinese ash seeds
1983;duck fillet;405
1984;duck or chicken;135
1985;chicken (meat without bones);135
1986;or porcini mushrooms;25
1987;black tea
1988;orange peel;45
1989;Duck (fillet);405
1990;duck giblets;405
1991;medium-sized apples;45
1992;almonds finely chopped;600
1993;fennel seeds;30
1994;peeled pistachios;620
1995;turkey (fillet);150
1996;grated lemon zest, curry powder, cinnamon, coriander seeds;30
1997;salted peanuts
1998;dried chili peppers
1999;turkey;150
2000;Big Cheese;370
2001;chicken gizzards
2002;dried white mushrooms;210
2003;fresh plums;44
2004;or dried
2005;chicken liver;100
2006;vegetables (carrots, parsley);56
2007;fresh white mushrooms;25
2008;chicken weighing 700 g
2009;Chinese frozen vegetables
2010;ground ginger and pepper
2011;black pepper and ground ginger
2012;soybean sprouts, fresh or canned
2013;dark soy sauce;93
2014;red food color (optional)
2015;red radishes;16
2016;and 2 boiled eggs;65
2017;Goose;300
2018;a large chicken;135
2019;and 1400 g of chicken each
2020;small fresh mushrooms;25
2021;dried savory
2022;turkey (flesh);150
2023;chicken (breast)
2024;fresh white mushrooms;25
2025;chicken (fillet)
2026;soy sauce for chicken and mmarinada;93
2027;soy beans germinated
2028;quail
2029;dry white vermouth
2030;egg and 2 pieces of fried for registration;65
2031;fish roe;250
2032;vegetables
2033;a small chicken;135
2034;apples, diced;45
2035;boneless chicken breasts
2036;a dry white wine or dry white vermouth;150
2037;skinless chicken breast
2038;chutney sauce;93
2039;sauce, "Pace";93
2040;chicken breast fillets
2041;seeds of cumin or coriander
2042;Pickled Fruits
2043;green asparagus
2044;white table wine;150
2045;smoked pork loin;430
2046;tkemalevy sauce;93
2047;ripe plums tkemali;44
2048;mint or tarragon
2049;boiled crawfish;75
2050;nuts (kernels);650
2051;a large goose;300
2052;Antonov apples;45
2053;boiled chicken;135
2054;omelette
2055;yeast dough
2056;fried onions;18
2057;skinless chicken thighs
2058;beans, steamed;328
2059;yellow pumpkin for decoration;20
2060;chicken breast
2061;vegetables, cut into strips (carrots, parsley root and leeks);74
2062;fried chicken, cut into portions;210
2063;cooked chicken
2064;egg for lubrication, and;65
2065;marinated red peppers or lecho
2066;White Port
2067;Nutmeg grated (optional);600
2068;cinnamon, ground red pepper
2069;fresh green peas;75
2070;spices, herbs;41
2071;ketchup sauce;80
2072;almond nuts
2073;Chick (short)
2074;pineapple, canned chunks;44
2075;cherry liqueur
2076;ground almonds;600
2077;thyme (dried thyme)
2078;oregano
2079;cranberries or cranberry;45
2080;red pepper, fresh herbs;41
2081;the chicken or the chicken;135
2082;vinegar or lemon juice;30
2083;bell pepper, green coriander, mint, dill, and;30
2084;cream (cream);120
2085;or goose;300
2086;or chicken giblets;135
2087;lecho or green bell pepper;19
2088;dried apricots;47
2089;duck (1.5 kg);405
2090;peeled sunflower seeds
2091;green pepper;19
2092;broiler chicken
2093;bell pepper, parsley;41
2094;a loaf of yesterday
2095;oil for frying;930
2096;sugar, black pepper and peas;295
2097;turkey roast (filet);150
2098;fresh herring (fillet) 1 piece;57
2099;hazelnuts or pine -20 g;670
2100;chicken boiled (flesh);135
2101;Goose (2 kg);300
2102;pickled mushrooms;25
2103;ISDA cheese;370
2104;fresh cucumbers;15
2105;curry (powder)
2106;a loaf of wheat
2107;minced chicken;135
2108;egg dough and 2 pcs;65
2109;chicken (thigh);135
2110;mushrooms (cap);25
2111;orange sauce;45
2112;frozen green peas;75
2113;mango
2114;with tomato sauce, paprika;20
2115;lezon
2116;scallop (pulp)
2117;fish broth;30
2118;prepared honey sauce;93
2119;corn cobs
2120;chicken (leg);135
2121;2 tablespoons olive oil;824
2122;chicken breast without skin and bone
2123;the juice of 1 lime 3/4 stack. apple juice
2124;turkey wings
2125;concentrated puree of mushroom soup
2126;pasta;350
2127;cream or fresh cream;120
2128;green peas, pickled peppers
2129;chicken breast (fillet)
2130;chicken, sliced for cell;135
2131;simple yogurt;51
2132;ginger peeled and cut into four pieces of 5 cm
2133;fresh hot green chili (thin slices)
2134;or vegetable oil;900
2135;fresh ginger
2136;the spinach finely ground;16
2137;peeled tomatoes;20
2138;mendomin or thickening agent for the sauce
2139;turkey (shin);150
2140;celery (green);21
2141;meat roast venison;405
2142;rusks sauce;93
2143;vegetable oil, butter or margarine;750
2144;to saute sliced chicken;135
2145;Demi-Glace or zhyus-leagues
2146;stale white bread without crusts;206
2147;liquor
2148;Partridge
2149;white dessert wine or sake;150
2150;spicy ground herbs
2151;the chicken or goose (fillet);300
2152;balsamic
2153;long noodles
2154;raspberry;45
2155;marinated oyster mushrooms;25
2156;cheese Ricote;370
2157;dried sage or thyme
2158;the chicken, cut into portions;135
2159;Spanish onions;18
2160;blanched almonds;600
2161;crushed red pepper
2162;chopped thyme
2163;or coconut milk condensed;60
2164;fresh coconut
2165;any ground nuts;650
2166;black pepper and ground nutmeg
2167;chicken with skin (fillet);135
2168;grated zest of 1 orange;45
2169;the juice of 2 oranges;45
2170;a dry port
2171;green and black olives;351
2172;chili chopped
2173;garlic unpeeled;60
2174;cider
2175;duck broth;30
2176;wheat;351
2177;Salt and spices
2178;boneless chicken thighs
2179;freshly grated ginger
2180;blue-veined cheese (Roquefort, Stilton or Brie);370
2181;lime zest
2182;warmed tortilla
2183;rice porridge viscous;337
2184;chicken or turkey (fillet);150
2185;a dry white wine and beef broth;30
2186;oranges and bazelik;45
2187;peeled pumpkin seeds;580
2188;grated zest and juice of 2 lemons;30
2189;for batter:
2190;the chicken or duck;135
2191;the chicken or 4 chicken;135
2192;seeds of anise
2193;ground cinnamon
2194;chickens
2195;mustard with herbs
2196;pickled mushrooms
2197;chicken fillets
2198;oyster sauce ready;93
2199;white dessert wine;150
2200;wine grapes;70
2201;duck fillet
2202;smoked chicken legs
2203;orange juice;45
2204;croutons
2205;vermicelli
2206;Salt and spices
2207;wings, chicken (cut into strips)
2208;- 1-2 tbsp
2209;basmati rice;337
2210;chili (powder)
2211;spices (cumin seeds, poppy seeds and ground ginger)
2212;tomatoes melkoporezannye;20
2213;salad radiccio;11
2214;blood one guski
2215;game (tenderloin)
2216;in 5 liters of water
2217;spices (tied in cheesecloth)
2218;chicken leg quarters
2219;pepper pepperoni canned
2220;lovage ground
2221;ground sage
2222;the juice of 1 lime
2223;chutney
2224;chicken giblets (legs, head and neck)
2225;chicken breasts
2226;chicken breast
2227;gin
2228;smoked chicken leg quarter
2229;croutons with tomato;20
2230;pitted cherries;25
2231;rye flour;348
2232;ground thyme
2233;pheasant legs
2234;minced oregano
2235;a small tavern;18
2236;ketchup or lecho;80
2237;black currants (fresh or frozen);43
2238;semi-sweet red wine fortified;150
2239;or seasoning salt, pepper, dried herbs;41
2240;for poultry seasoning
2241;corn flakes;369
2242;seasoning vegetta
2243;curry powder "curry mild"
2244;the juice of 1/2 orange;45
2245;orange marmalade;45
2246;frozen green peas;75
2247;mirin (sweet rice wine or sake) at will;150
2248;white table wine;150
2249;quail
2250;chopped hazelnuts;670
2251;turkey breast
2252;to jelly:
2253;natural yoghurt;51
2254;fresh frozen peas;75
2255;orange dwarf (kumquats);45
2256;pepper chilli and black pepper
2257;duck fillet with skin
2258;fried mushrooms chopped;165
2259;pineapples;44
2260;ground dried thyme
2261;quail
2262;the onion soup (concentrate);18
2263;curried acute
2264;for the cherry sauce:
2265;chopped roasted almonds;600
2266;beans green beans;328
2267;a leg of rabbit;115
2268;herbs tarragon;41
2269;quail
2270;cheese Adyghe;370
2271;dried seasoning
2272;cube chicken bouillon;30
2273;duck legs
2274;currant jelly (ready), or jam;43
2275;chopped walnuts;650
2276;Nutmeg powder
2277;orange juice concentrate;45
2278;fruit juice
2279;Lim. or lime
2280;cooked chicken meat;135
2281;white pepper powder and salt
2282;cooked chicken meat;135
2283;the crumbs of stale loaf
2284;smoked sausage;250
2285;dry red wine;85
2286;saffron and cinnamon, ground
2287;ostrich meat;405
2288;orange marmalade;45
2289;dry seasoning
2290;red and black pepper
2291;ostrich steaks
2292;chestnuts
2293;Chinese condiment
2294;from the corn bread crumbs;206
2295;Cheshire Cheese;370
2296;boiled corn
2297;green chili without seeds
2298;wholemeal buns
2299;turkey stuffing;200
2300;turkey broth;30
2301;canned diced tomatoes;20
2302;to the apricot chutney:
2303;zest 1/2 grated orange;45
2304;red currant jelly;43
2305;a mixture of berries
2306;cranberries or cherries, pitted;25
2307;brown sugar;295
2308;flavored vinegar;11
2309;long-grain rice;337
2310;apricots or prunes;290
2311;minced oregano
2312;basil ground
2313;grated zest and juice of 2 oranges;45
2314;chopped walnuts;650
2315;Chinese five-spice spices
2316;for the potato pancakes:
2317;pesto;93
2318;ground peanuts
2319;dried mushrooms;210
2320;rowan
2321;noodles
2322;anchovies
2323;turkey meat
2324;truffles
2325;mango chutney
2326;bay leaf
2327;canned pineapple (rings);44
2328;poultry fillets
2329;chicken broth and wine pink;30
2330;honey and starch
2331;white wine and cream;120
2332;orange marmalade;45
2333;paprika and ground ginger
2334;ketchup and vegetables;80
2335;chicken thighs
2336;peel 2 oranges;45
2337;chicken broth;30
2338;savoy cabbage;23
2339;baked beans;328
2340;ground walnuts;650
2341;Sichuan pepper
2342;"couscous"
2343;jam
2344;preserved plums;44
2345;prune juice
2346;ketchup, starch;80
2347;crushed biscuits
2348;apple liquor;45
2349;boiled chicken (fillet);135
2350;chicken giblets, cut into small pieces
2351;cilantro and green onions chopped;18
2352;capsicum chilli
2353;Orange (chopped meat);45
2354;fruit and berries (plum, cherry, fig, strawberry, peach) at will;315
2355;basil, sage, salt, ground black pepper
2356;beef, turkey;200
2357;boiled chicken (pulp)
2358;olives or olives;351
2359;hot pepper sauce;93
2360;chicken drumstick
2361;chili paste
2362;lemongrass;30
2363;lemon leaves;30
2364;cinnamon, salt
2365;cayenne pepper
2366;finely chopped tarragon
2367;champagne powder
2368;canned pineapple sliced;44
2369;Coca-Cola
2370;chicken fillet without skin and bone
2371;for dumplings:
2372;semi-sweet red wine;150
2373;chicken fillets or young hens
2374;tangerine zest grated;41
2375;anise
2376;cock
2377;game
2378;sugar, cinnamon, ginger;295
2379;cream "Master Gourmet";120
2380;Antonovka apples;45
2381;Partridge
2382;cumin and coriander
2383;sweet and sour apple;45
2384;basil, parsley;23
2385;to the chicken seasoning, salt
2386;cheesy sauce with garlic;60
2387;garlic, salt, pepper;60
2388;leg
2389;chicken gizzards
2390;dill and spices;30
2391;parsley and olives for decoration;23
2392;garlic powder
2393;boiled chicken meat
