20481;42;Креветки с апельсиновым соусом;Креветок посыпьте специями и мелко рубленными пряными травами, сбрызните оливковым маслом и выдержите не менее 1 часа в холодильнике. Обжарьте на масле.$Филе перепелки нарежьте кусками, посыпьте специями, нанижите на шпажки и также обжарьте.$В соус бешамель добавьте апельсиновый сок, сахар и уварите до загустения.$При подаче выложите на блюдо филе перепелки, сверху уложите креветок, полейте соусом, гарнируйте помидорами, авокадо и зеленью.$<strong> Автор рецепта:</strong>$Саитов Динар, г Череповец. Повар V разряда. Место работы: ресторан-казино "Европа", ресторан "Дежа-Вю", шеф-повар.;2;45;1;11075;4987;13628;13629;5917;1516;292;106;5919;8;;;;;;;;;;;;
20484;42;Треска в соусе из шпината;Для соуса пассеруйте на части масла лук и томат-пюре, нарезанные лист. шпината, зелень, растертый с солью чеснок, добавьте стак. кипящей воды и тушите в течение 5-10 мин.$Филе трески запанируйте в муке и обжарьте на оставшемся масле. Обжаренную рыбу уложите в неглубокую посуду, залейте шпинатным соусом и тушите 30 мин.$Подавайте рыбу с отварным или жареным картофелем, оформив зеленью.;4;50;11;10901;159;11;2;19;10902;335;8;9;;;;;;;;;;;;;
20485;42;Тефтели рыбные в томате;хек (филе) и пассерованный лук дважды пропустите через мясорубку. В полученную массу добавьте соль, приправу, припущенный рис, разведите небольшим количеством воды и перемешайте.$Из полученной массы сформуйте шарики по 2-3 шт на порцию, запанируйте в муке, поставьте в горячую духовку, затем залейте томатным соусом и тушите в течение 10-15 мин.$Подавайте с тушеной капустой или картофельным пюре, оформив зеленью.;4;30;11;13630;2027;2;627;11;106;15;8;895;9;;;;;;;;;;;;
20486;43;Суп острый с картофелем и рисом;Мясо нарежьте ломтиками, обжарьте в растопленном масле, добавьте нарезанный кубиками лук и пассеруйте 15 мин.$Залейте водой и варите 30 мин. при слабом кипении.$Добавьте нарезанный кубиками картофель предварительно замоченный рис и варите 10 мин.$В конце варки добавьте тмин, лавровый лист соль, перец, нарезанные дольками помидоры и рубленый чеснок.$Перед подачей оформите зеленью. Сметану подайте отдельно.;10;45;1;72;174;15810;7627;2578;660;1595;15811;8358;8;16;9;23;35;;;;;;;;
20487;42;Рыба по-северному;В порционные горшочки положите пассерованный на масле лук, нарезанный мелкими дольками картофель, нарезанные ломтиками помидоры и нарезанное брусочками рыба (филе), все залейте рыбным бульоном, добавьте соль$перец.$Тушите в духовке в течение 30-40 мин. За 5 мин. до готовности добавьте мелко нарезанный чеснок.;2;50;11;13631;2;2588;2328;11;13632;251;8;9;16;;;;;;;;;;;;
20490;42;Семга "Восточный мотив";Перец, морковь и лук, нарезанные соломкой, обжарьте на растительном масле, полейте соевым соусом, посолите, посыпьте сахаром и тушите 5-7 мин. К овощам добавьте филе семги, нарезанное ломтиками, и доведите рыбу до готовности.$Для гарнира спагетти сварите в подсоленной воде, откиньте на дуршлаг$Соедините спагетти с огурцом, нарезанным соломкой, и сливочным маслом, прогрейте.$При подаче выложите спагетти полукольцом на блюдо, в середину уложите семгу с овощами.$<strong> Автор рецепта:</strong>$Овчинников Андрей, г Ярославль. Повар V разряда. Место работы: ресторан "Губернаторский клуб", шеф/повар.;2;35;1;11122;223;1406;4437;11;310;164;9;13633;834;6;;;;;;;;;;;
20491;42;Дорадо с картофельным пюре;Дорадо разрежьте вдоль спинки, перерубите позвоночную кость у головы и хвоста, подрежьте мякоть вдоль кожи, удалите кости вместе с оставшейся мякотью, потроха и жабры. Рыбу промойте, посолите.$Подготовленную тушку наполните картофельным пюре с добавлением части каперсов, сбрызните маслом и запеките в духовке до готовности.$Для соуса лук-порей мелко нарежьте и припустите в вине, добавьте оливки, каперсы, протрите. Влейте сливки, уварите с яичным желтком на водяной бане.$При подаче выложите фаршированную рыбу на блюдо, полейте сливочным соусом с вином и луком-пореем.$<strong> Автор рецепта:</strong>$Мельников Павел, г Санкт-Петербург Повар IV разряда. Место работы: ресторан "Палкинъ" клуба "Премьер", старший смены поваров.;2;80;1;13634;169;9;531;769;13635;324;488;1015;7329;1265;5852;;;;;;;;;;
20492;42;Суфле из семги "Вожделение";Филе семги измельчите в блендере, добавьте яичные белки и взбивайте еще 1 минуту. Выдержите в холодильнике не менее 30 мин.$Лук, ананас, рис и креветок обжарьте на масле, добавьте соевый соус, перемешайте.$Рыбную массу уложите на пищевую пленку в виде прямоугольника, сверху выложите начинку, края соедините и, удалив пленку, уложите в форму. Запеките в духовке. Перед подачей нарежьте ломтиками.$Из сливок, сладкого перца и вина приготовьте соус, полейте им фаршированные ломтики. Оформите зеленью.$<strong> Автор рецепта:</strong>$Кутуков Дмитрий, г Магнитогорск. Образование: среднетехническое, повар VI разряда. Место работы: ресторан "Магнитка", повар.;2;45;1;11122;1491;23;1293;13636;5901;169;310;324;223;168;48;13637;;;;;;;;;
20493;42;Дорадо по-ленинградски;Дорадо посыпьте специями и маринуйте 30-40 мин. в смеси лимонного сока и части оливкового масла. Затем обжарьте рыбу на масле.$Овощи припустите с добавлением масла и специй.$При подаче овощи выложите на блюдо, сверху уложите рыбу, оформите орехами, маслинами и лимоном.$<strong> Автор рецепта:</strong>$Бурмистров Руслан, г Санкт-Петербург Повар V разряда. Место работы: ресторан отеля "Коринтия Невский Палас", шеф-повар.;1;60;1;13622;4486;169;48;13638;8072;3905;13639;930;;;;;;;;;;;;;
20494;42;Дорадо с двумя соусами;Подготовленную рыбу посыпьте специями, сбрызните лимонным соком, смажьте соевым соусом и обжарьте целиком на оливковом масле до готовности.$При подаче выложите рыбу на блюдо, загарнируйте картофельным пюре, перцем и оформите двумя соусами.$<strong> Автор рецепта:</strong>$Челпанов Александр, г Пермь. Кафе "Мария", шеф-повар.;2;70;1;13634;653;342;169;48;13578;223;13640;;;;;;;;;;;;;;
20495;42;Дорадо, фаршированное овощами;Для начинки лук-порей, 1/2 сладкого перца, лим. нарежьте соломкой, заправьте специями.$Дорадо разделайте на филе, нафаршируйте овощами и припустите с добавлением специй и оливкового масла.$Подавайте рыбу с ломтиками авокадо, зеленью укропа, оливками и печеным сладким перцем.$<strong> Автор рецепта:</strong>$Баценко Андрей, г Москва. Повар VI разряда. Место работы: Торговый дом ТТЦ "Останкино", шеф-повар.;2;45;1;13641;5852;13642;169;488;48;12285;5919;8;;;;;;;;;;;;;
20497;43;Суп картофельный с кукурузой;В кипящий бульон положите картофель, и доведите до кипения.$Морковь, лук, сельдерей и ветчину нарежьте соломкой. Овощи спассеруйте на масле, добавьте вместе с ветчиной в бульон и варите 10 мин.$Суп посолите, поперчите, добавьте кукурузу и варите еще 5 мин.$Перед подачей положите половину вареного яйца и посыпьте рубленой зеленью.;10;35;1;3154;15812;8164;57;4;12217;6;47;8;9;16;;;;;;;;;;;
20499;42;Лосось "Золотая рыбка";Изюм замочите в винном уксусе на 30-40 мин.$Сварите рассыпчатый рис на рыбном бульоне.$Лук и чеснок мелко нарежьте, обжарьте с маслом до полуготовности, добавьте нарезанного кубиками лосося, креветок и жарьте все вместе еще 5-7 мин. Посыпьте специями, влейте вино и доведите до кипения. Смешайте с рисом и изюмом, выложите в форму и прогрейте.$Готовое блюдо выньте из формы, посыпьте тертым пармезаном, оформите листьями зеленого салата, лимоном и соусом карри.$<strong> Автор рецепта:</strong>$Токарев Алексей, г Челябинск. Повар V разряда. Место работы: ресторан "Времена года" отеля "Виктория", шеф смены.;2;60;1;13643;150;1536;1370;13259;1293;335;11;9963;1137;13644;10723;8726;488;1241;;;;;;;
20502;42;Стерлядь жаренная;Стерлядь запанируйте в муке, смешанной с солью, и обжарьте на части масла.$Подавайте с отваренной в подсоленной воде и обжаренной на оставшемся масле вермишелью.$При подаче оформите грибами, паприкой, нарезанными сладким перцем и салатом, соусом.$Пирогов Сергей, г Санкт-Петербург Повар V разряда. Место работы: Гранд-Отель "Европа", начальник смены поваров.;2;45;1;13498;97;169;6063;9;30;1260;13645;575;13646;;;;;;;;;;;;
20503;42;Суфле "Аспази";Филе муксуна пропустите через мясорубку 3 раза, добавьте яичный белок и взбивайте, постепенно добавляя сливки. В конце взбивания добавьте специи.$В смазанную маслом форму выложите половину рыбной массы, на нее - грибной соус и сверху - оставшуюся массу.$Варите на пару 25 мин.$При подаче оформите морепродуктами, тостами и помидорами.$<strong> Автор рецепта:</strong>$Кислякова Людмила, г Новый Уренгой. Место работы: кафе "Звездное" филиала "Уренгойгазторг", повар.;2;50;1;13647;1491;385;13648;48;13649;13650;13651;;;;;;;;;;;;;;
20507;42;Рулетики рыбные "Средство от одиночества";Морковь и сладкий перец нарежьте соломкой и обжарьте на части масла вместе с натертым на терке картофелем. Охладите.$Фарш выложите на филе, сверните рулетиками, обжарьте на масле, затем доведите до готовности в духовке.$При подаче выложите рулетики на блюдо, гарнируйте шариками из вареной моркови и картофеля, консервированной спаржей и ломтиками авокадо, предварительно сбрызнув их лимонным соком.$<strong> Автор рецепта:</strong>$Шотаева Людмила, г Владикавказ. Повар V разряда. Место работы: сад-ресторан ООО "Интерлюкс", шеф-повар.;2;;1;13652;13653;1260;1307;328;1388;1080;117;16;9;;;;;;;;;;;;
20508;43;Суп с курицей и клюквой;Обработанную курицу нарубите на порционные куски, залейте холодной водой и варите до готовности.$Бульон процедите.$Лук нашинкуйте полукольцами и пассеруйте на маргарине.$В кипящий бульон положите нарезанный кубиками картофель и доведите до кипения. Добавьте пассерованный лук, муку, соль и варите 10 мин. В конце варки введите клюкву.$При подаче в тарелку с супом положите мясо курицы и оформите зеленью.;10;55;1;15813;7627;57;15814;159;959;8358;8;9;;;;;;;;;;;;;
20509;42;Рыба с овощами;Рыбу нарежьте порционными кусками и припустите в вине с лимонным соком.$Овощи с грибами и частью маслин нарежьте мелкими кубиками и потушите со специями.$Подавайте рыбу с овощами и грибами.$Оформите помидорами, зеленью петрушки, листьями салата, маслинами, сладким перцем и лимоном.$<strong> Автор рецепта:</strong>$Тыасытова Василина, Якутия. Повар. Место работы: филиал "Ямбурггазторг", повар.;2;35;1;13654;1137;1377;7855;96;1413;3157;706;48;1260;12266;488;552;8523;;;;;;;;
20512;42;Банкетное блюдо "Мильфой с соусом";Мякоть раков взбейте в блендере вместе со сливками, посолите, поперчите. Наполните полученной массой панцири раков и охладите.$Листья салата мелко нарежьте, добавьте сыр, залейте желе, охладите.$Подавайте заливное и фаршированных раков на блюде вместе с соусом, оформив маслом, икрой и зеленью.$<strong> Автор рецепта:</strong>$Щербаков Павел, г Москва. Повар V разряда. Место работы: кафе "St. Daniil" (Причал), шеф-повар.;6;35;1;13655;13656;324;3051;13657;13658;529;9;13659;13660;33;8;;;;;;;;;;
20513;42;Креветки в соусе песто;Соус песто готовится из смеси оливкового масла, чеснока, измельченной зелени базилика с добавлением кедровых орешков.$Лук нарежьте кольцами, обжарьте на масле, соедините с очищенными креветками, залейте коньяком и фламбируйте. Добавьте сливки, томат-пюре и соус песто, доведите до кипения.$При подаче на блюдо уложите ломт. ананаса, на него - креветок в соусе, оформите зеленью.$<strong> Автор рецепта:</strong>$Мельников Павел, г Санкт-Петербург Повар IV разряда. Место работы: ресторан "Палкинъ", старший смены поваров.;2;45;1;13661;719;244;1293;5298;1523;13662;13587;911;9;5901;8;;;;;;;;;;
20514;42;Суши с креветками;В большую кастрюлю сложить лук, сельдерей, лим. и специи. Добавить вино, залить 1 лом воды и довести до кипения. Креветки высыпать в кастрюлю, достать как только они всплывут и поместить в холодную воду. Затем очистить креветки от панциря, оставив хвостик, и разрезать их вдоль брюшка не прорезая насквозь.$Довести до кипения 1 стак. воды и высыпать рис в кипящую воду. Уменьшить огонь и готовить, пока рис не впитает всю жидкость. В небольшой кастрюле смешать уксус, лимонный сок, сахар и соль и довести до кипения. Уменьшить огонь и держать на огне, пока сахар не растворится. Вылить жидкость в кастрюлю с рисом и дать настояться. Затем начинить креветку небольшим количеством риса и завернуть колечком.$<strong> Рецепт прислала</strong> Sweety;4;40;1;13663;1221;588;4207;402;9;77;13664;292;13665;;;;;;;;;;;;
20515;42;Форель "Филипп V";Выпотрошите и вымойте форель. Посолите. Поперчите, обваляйте в муке и обжарьте с двух сторон на большом количестве масла.$В глубокой сковороде на растительном масле обжарьте до золотистой корочки нарезанный мелкими кубиками сырой окорок, измельченный чеснок и рубленую петрушку. Добавьте сок двух лимонов.$Отдельно слегка подрумяньте кусочки вареного окорока.$Выложите рыбу на блюдо, накройте ее кусками окорока, полейте соусом и украсьте лимоном.$<strong> Рецепт прислала</strong> Julia;6;45;1;13666;6637;13667;5534;911;360;38;321;9;11;;;;;;;;;;;;
20517;42;Крокеты из крабов;Освободите от костных пластинок мелкие кусочки крабов, нарежьте и прогрейте со сливочным маслом.$В готовый густой молочный соус добавьте яичные желтки, подготовленные крабы и все перемешайте. Полученную массу выложите на стол, сформуйте в виде жгута, нарежьте на кусочки длиной 4 см, смочите в яйце, запанируйте в сухарях и обжарьте во фритюре, после чего сбрызните сливочным маслом и поставьте на 4-5 мин. в духовку.$При подаче украсьте крокеты вет.ми зелени.$<strong>Рецепт прислала</strong> Натали.;0;;1;13668;13669;9912;13670;25;13671;8;;;;;;;;;;;;;;;
20518;42;Карп "Черная хризантема";На карп (филе) нанести 10 горизонтальных надрезов, не повредив кожу. Каждый из кус. полить вином, посыпать крахмалом и солью, удалить лишний крахмал. Смешать отдельно уксус, томатный соус, сахар, бульон и раствор крахмала. Поставить на сильный огонь сковороду, растопить свиной жир, разогреть почти до кипения и выложить в него рыбу кожей вниз. Жарить до коричневого цвета, потом выложить на блюдо. Слить со сковороды почти весь жир и поставить на огонь и в оставшемся жире обжарить чеснок, потом добавить кунжутное масло. Вылить образовавшийся соус на рыбу и подавать к столу.$<strong> Рецепт прислала</strong> Наталёк;2;60;1;13672;13673;208;13674;6801;346;13675;13676;13677;911;7570;;;;;;;;;;;
20519;43;Бозбаш ереванский;Баранью грудинку промойте, нарежьте на куски и варите до готовности.$В процеженный бульон положите замоченный горох и доведите до кипения.$Добавьте картофель, нарезанный дольками порционные куски мяса и варите 10 мин.$Положите нарезанный кубиками пассерованный на масле репчатый лук, томат-пюре, промытый чернослив и яблоки, нарезанные на 4 части и очищенные от сердцевины, посолите, поперчите и варите 5 мин.;2;60;1;15815;32;15816;2;7815;11823;984;19;15817;16;9;;;;;;;;;;;
20520;42;Рулет рыбный с лимоном;Лук нарежьте кольцами, обжарьте на части масла до прозрачности, залейте уксусом, смешанным с двумя столовыми ложками воды, и тушите 5 мин.$лим. разрежьте пополам, из одной половины отожмите сок, вторую нарежьте тонкими ломтиками.$Филе полейте лимонным соком, посолите, поперчите, уложите на него ломтики лим., лук, зелень, сверните рулетом и скрепите деревянными шпажками.$Рулет обжарьте на оставшемся масле, затем влейте немного воды и тушите под крышкой на слабом огне 10 мин.$При подаче рулет, освободив от шпажек, нарежьте ломтиками. Гарнируйте зеленым салатом и огурцами.;4;50;5;11431;2;103;517;328;13678;16;9;;;;;;;;;;;;;;
20522;42;Ризотто с мидиями;Лук и чеснок очистить и мелко порубить, обжарить до золотистого цвета.$Всыпать рис и обжарить помешивая до прозрачности, залить куриным бульоном, белым вином и водой. Добавить лавровый лист и стручки чили. Все еще раз вскипятить, затем дать рису набухнуть на небольшом огне 30-40 мин.$Мидии обсушить. За 5 мин. до окончания приготовления добавить в рис. Вынуть лавровый лист и стручки чили.$Приправить ризотто солью и перцем, посыпать тертым сыром и нарезанным полосками базиликом.$К ризотто также можно подавать смешанный зеленый салат и вино, которое использовалось для приготовления блюда.$<strong> Рецепт прислала</strong> Julia;4;60;1;2;335;729;13679;7563;13680;13681;366;3259;13682;948;1379;13683;;;;;;;;;
20524;42;Рыба в пикантном соусе;Очищенную рыбу обсушите, посолите, поперчите, смажьте оливковым маслом, вложите в брюшко 2 лавровых лист. и запекайте при 180 С 20-25 мин.$Для соуса помидоры ошпарьте, очистите от кожицы, удалите семена и нарежьте мякоть кубиками.$Разогрейте 2 ст.л. оливкового масла, положите лавровый лист, чеснок и обжаривайте 3 мин. Добавьте помидоры, корень имбиря и цедру лайма. Прогрейте 5 мин., посолите, поперчите.$При подаче запеченную рыбу выложите на блюдо, полейте соусом и посыпьте кинзой. На гарнир можно подать отварной рис, жареные кабачки или запеченный фенхель.;4;40;1;13684;818;2835;1521;13685;372;424;950;16;9;;;;;;;;;;;;
20527;42;Копченая форель с картофелем;Картофель отварите в мундире, очистите и нарежьте кружочками.$Смешайте масло, хрен и лимонный сок, разотрите и сформуйте 8 шариков, хорошо охладите.$Кружочки картофеля выложите в 4 огнеупорных блюда.$Филе форели нарежьте широкими ломтиками, уложите поверх картофеля. Запекайте при 220 С 7-10 мин.$При подаче положите на рыбу шарики масла и оформите кресс-салатом.;4;40;1;13686;856;423;601;336;13687;;;;;;;;;;;;;;;;
20529;42;Камбала под соусом из креветок;рыба (филе) залейте вином, слегка посолите и поперчите, затем припускайте в духовке при 170 С 15 мин.$Оставьте несколько креветок для оформления, остальных измельчите и взбейте с 2 ст.л. сливочного масла.$Муку, помешивая, обжаривайте на оставшемся масле 2-3 мин., добавьте сливки и сочок, образовавшийся при припускании рыбы. Уварите соус до загустения. Убавьте огонь, добавьте креветочную массу, специи и 3 ст.л. рубленого миндаля.$При подаче рыба (филе) выложите на блюдо, полейте соусом, оформите креветками и посыпьте оставшимися орехами.;4;35;1;13356;5516;13688;729;159;8856;13689;16;9;;;;;;;;;;;;;
20530;43;Суп калорийный;Картофель очистите, нарежьте кубиками и варите в бульоне до размягчения.$Половину картофеля достаньте шумовкой и протрите через сито.$Луковицу, шпик нарежьте кубиками, сосиски - кружочками, обжарьте до золотистого цвета, добавьте в суп вместе с протертым картофелем и варите 5 мин.$Заправьте солью, сметаной, майораном и мускатным орехом. Дайте настояться 10 мин.$Перед подачей посыпьте нарезанным зеленым луком.;5;35;1;3014;3834;2;5619;11959;66;725;9;121;;;;;;;;;;;;;
20531;42;Рыбное рагу под соусом из лимона;Филе нарежьте тонкими ломтиками. Сливки взбейте.$Лук-шалот слегка обжарьте на масле, добавьте вино и потушите на сильном огне. Добавьте бульон и продолжайте тушить, пока жидкость не выпарится до половины объема. Добавьте лимонный сок, сметану и, помешивая, тушите, пока соус не примет консистенцию жидкого крема. Посолите и поперчите.$В соус положите рыбу, цедру и взбитые сливки, перемешайте и доведите до кипения.$При подаче посыпьте рагу мелко нарезанным луком-резанцем. Гарнируйте отварной лапшой.;4;30;1;13690;13691;763;6298;6;1479;13692;2923;12908;11520;9;;;;;;;;;;;
20532;42;Рагу из рыбы с креветками;Рыбное филе разрежьте на порционные куски, посолите, поперчите и припускайте в бульоне 10 мин. Добавьте креветки и припускайте еще 3 мин.$В растопленном масле всыпьте муку и помешивая, обжарьте ее до светло-желтого цвета. Затем слегка охладите, влейте вино, бульон, в котором тушилась рыба и варите, помешивая, 10 мин. Заправьте соус солью, перцем, лимонным соком и мускатным орехом. Яичный желток взбейте со сливками и добавьте в горячий соус, но не кипятите.$Соус соедините с рыбой и креветками, выложите на блюдо, посыпьте рубленым базиликом с зернами граната. Гарнируйте отварным рисом или картофелем.;4;40;1;13156;11075;13692;6;303;1543;773;2279;398;1371;2607;13693;16;9;;;;;;;;
20533;42;Рыбные стейки под апельсиновым соусом;Апельсины очистите от кожуры и мембран, поделите на дол. Из 1 апельсина отожмите сок.$Масло растопите, добавьте сахар и нагревайте до карамелизации. Влейте апельсиновый сок, положите мелко нарезанный лук и, помешивая, тушите 10 мин. Добавьте шерри, перец горошком, очищенный от косточек виноград и апельсиновые дол. Посолите и влейте соевый соус.$Филе посолите, запанируйте в муке и обжарьте на маргарине. Сбрызните лимонным соком.$Поджаренную рыбу уложите на блюдо, полейте соусом, посыпьте укропом. На гарнир подайте отварной рис.;4;30;1;13694;13695;57;13696;6;292;13697;13698;116;1620;159;6690;3107;9;;;;;;;;
20534;42;Рыба в красном соусе;Рыбу обработайте, сохранив голову и удалив из нее жабры. Обсушите, смажьте оливковым маслом, посолите и поперчите. В брюшко вложите кинзу и 2 лавровых лист. Запекайте в духовке при 180 С 20 мин.$Для соуса помидоры ошпарьте и очистите от кожицы, удалите семена, мякоть нарежьте кубиками.$Лавровый лист и измельченный чеснок обжаривайте на оливковом масле 3 мин., положите помидоры имбирь и тушите 5-7 мин. Добавьте цедру, посолите, поперчите и тушите еще 5 мин.$При подаче выложите рыбу на блюдо, полейте соусом и посыпьте мелко нарезанным базиликом. Гарнируйте отварным рисом, жареными кабачками или печеным фенхелем.;4;40;1;13699;3992;424;16;9;818;533;1521;8462;950;;;;;;;;;;;;
20535;42;Рыбные рулетики с соусом из свежих трав;рыба (филе) полейте лимонным соком и маринуйте 20 мин. Посолите, поперчите, распределите рубленую зелень (по 2 ст.л. петрушки укропа, крес салата) на филе, сверните рулетиками, закрепите деревянной шпажкой.$Рулетики обжарьте на масле со всех сторон. Добавьте коньяк и подожгите его (фламбируйте). Удалите шпажки. Переложите рулетики на блюдо, накройте фольгой и поставьте в теплое место.$Для соуса соедините сметану, зелень, укопа, мелиссы, кресс-салата с маслом, оставшееся после жарения, хорошо перемешайте, доведите до кипения, заправьте солью и перцем.$При подаче к рулетикам подлейте соус, оформите ломт.ом лим. и зеленью.;4;45;1;13700;706;13701;729;2150;16;9;1805;13702;602;103;13703;;;;;;;;;;
20536;42;Филе судака с корочкой из зелени;Зелень, сухари, яичный желток, шампиньоны и лук-шалот, и сливочное масло соедините и взбейте в блендере.$Рыбное филе посолите и поперчите. Уложите кожей вниз в смазанную маслом форму. Смажьте грибной смесью, влейте вино и тушите в духовке при 225 С 12 мин.$При подаче выложите рыбу на блюдо и оформите зеленью петрушки. Гарнируйте отварным рисом.;4;25;1;13704;6031;13705;13706;945;13707;825;10371;16;9;;;;;;;;;;;;
20537;42;Рыба в капустных пакетиках;Филе рыбы нарежьте кубиками по 2-3 см, смешайте с соевым соусом, шерри, кайенским перцем и петрушкой.$Снимите с кочана капусты внешние лист. и выберите 8 нежных лист.$Листья лука-порея разрежьте на длинные полоски шириной 6-8 мм, положите в подсоленную воду вместе с капустными листьями, доведите до кипения, откиньте на дуршлаг и обдайте холодной водой. Обсушите.$Рыбу уложите на лист. капусты, сверните пакетиком и завяжите полосочками из лука-порея. Пакетики обжарьте на масле, влейте бульон, посолите, поперчите. Закройте крышкой и тушите на умеренном огне 18-20 мин.$Подавайте пакетики в глубоких тарелках вместе с образовавшимся соусом.;4;40;1;9258;13708;13709;13710;204;13711;6;13692;7038;203;16;9;;;;;;;;;;
20538;42;Рыба в томатном соусе с артишоками;Чеснок, пропущенный через пресс обжаривайте на масле 2 мин. Добавьте помидоры, предварительно измельчив их, томат-пасту, соль, перец и тушите на слабом огне, пока жидкость не уварится на 1/3.$Артишоки отделите от заливки, крупные разрежьте пополам и добавьте к томатному соусу.$Рыбное филе нарежьте крупными кубиками, посолите, поперчите, добавьте к соусу и тушите 15 мин. до готовности рыбы.$При подаче рыбу с соусом выложите на блюдо.;4;40;1;13712;251;13713;169;4082;13714;16;9;;;;;;;;;;;;;;
20540;42;Лосось "в рубашке";Смешайте мелко нарубленные каперсы и чеснок с тимьяном и горчицей.$Филе лосося разрежьте на 8 кус., слегка придавите их руками, чтобы они были плоскими. Смажьте каждый горчичной пастой, сложите по 2 кус. и отбейте обратной стороной ножа, придавая форму продолговатой котлеты.$Яйца взбейте со сливками, добавьте соль$перец. Обваляйте рыбу в муке, смочите в яичной массе, затем запанируйте в сухарях.$Обжаривайте рыбу на смеси растительного и сливочного масла по 2-3 мин. с каждой стороны.$Подавайте лосося, оформив лимоном и зеленью.;4;30;1;13715;11036;251;7111;5999;25;385;949;1681;246;6;16;9;13716;;;;;;;;
20541;43;Консоме по-германски;Для получения бульона приготовьте оттяжку.$Говядину измельчите, добавьте соль, холодную воду (в два раза больше, чем мяса) и настаивайте в холодном месте 1-12 часа.$В оттяжку добавьте взбитые яичные белки подпеченные овощи и влейте в бульон.$Бульон доведите до кипения, нагрев уменьшите и варите без кипения 1 час, до тех пор, пока собравшаяся на поверхности пена не осядет на дно. Бульон процедите. Во время варки бульон не перемешивайте.$Капусту нарежьте соломкой, отварите.$Сосиски отварите и нарежьте кружочками.$В прозрачный бульон в качестве гарнира добавьте подготовленные капусту, сосиски и хрен.;2;30;1;45;15818;9;601;3781;;;;;;;;;;;;;;;;;
20542;42;Рыба запеченная с помидорами;Рыбное филе посолите, поперчите, сбрызните уксусом.$В форму, смазанную маслом уложите 2/3 помидоров, нарезанных кружочками, лук-порей, нарезанный кольцами и лист. базилика, оставив несколько шт для оформления. Поверх овощей уложите рыбное филе, сбрызните оливковым маслом. Выложите оставшиеся помидоры и ломтики моцареллы. Запекайте в духовке при 200 С 20 мин.$При подаче оформите запеченную рыбу листьями базилика.;4;30;1;13717;5524;1536;7631;1143;1934;1417;;;;;;;;;;;;;;;
20543;42;Рыба с миндалем;Рыбное филе посолите и поперчите. Противень выстелите пергаментом, уложите 2 вет. розмарина, на них выложите рыбное филе.$Чеснок, пропущенный через пресс, миндаль и рубленый розмарин обжарьте на оливковом масле, выложите на филе и жарьте в духовке при 200 С около 25 мин.$Подавайте рыбу, оформив зеленью. Гарнируйте отварным рисом и салатом из помидоров.;2;35;1;9497;699;709;7431;335;16;9;;;;;;;;;;;;;;;
20545;42;Жареный сом;Очистите сома, промойте, обсушите, разделайте на филе и нарежьте кусками.$Замаринуйте сома в смеси соли, перца, мелко рубленных лука и имбиря. Оставьте на 20 мин.$Нарежьте мелкими кубиками батон, предварительно удалив корочку, подсушите на воздухе. Взбейте яйца. Подготовленные куски сома запанируйте в муке, смочите в яйцах и запанируйте в нарезанном батоне.$Обжарьте филе на масле и обсушите на сите.$Подайте сома горячим, оформив зеленью.$<strong> Рецепт прислала</strong> Сергей из Челябинска;4;40;1;13403;13718;252;257;2;13201;521;16;9;8;;;;;;;;;;;;
20546;42;Рыба в сырной корочке;рыба (филе) посыпать солью, перцем, сбрызнуть лимонным соком и соевым соусом. Выдержать 30 мин. в холодильнике.$Сыр натереть на мелкой терке, взбить с яйцами.$Филе обвалять в муке, затем смочить в сырно-яичной смеси. Жарить на масле до образования золотистой корочки.$Подать с ломт.ом лим., зеленью и рассыпчатым рисом.;4;45;1;13719;872;504;252;949;342;2693;117;529;9;8;;;;;;;;;;;
